,stimulus,CID,dilution,solvent,components,solvent_onehot,dilution_info,cmp_ids,mix_rata,all_rata
10,AA324,"[62465, 2724126]","[0.01, 0.1]","['pg', 'pg']","[285, 155]","[0, 0]","[[0.01, 0.1], [0, 0]]","[74, 38]","[0.38415966385, 0.2492436975, 0.0088050314, 0.0031446541000000002, 0.0232704403, 0.0383647799, 0.0025157233, 0.0314465409, 0.0012578616, 0.0044025157, 0.0037735849000000003, 0.0075471698000000005, 0.0044025157, 0.0012578616, 0.0025157233, 0.010062893100000001, 0.0, 0.0012578616, 0.0037735849000000003, 0.0031446541000000002, 0.0018867925000000002, 0.0, 0.0, 0.0012578616, 0.0, 0.0044025157, 0.0, 0.0012578616, 0.0, 0.0, 0.0037735849000000003, 0.0025157233, 0.0062893082000000005, 0.006918239, 0.0025157233, 0.0075471698000000005, 0.0018867925000000002, 0.0132075472, 0.0427672956, 0.0144654088, 0.0050314465, 0.0176100629, 0.0018867925000000002, 0.0163522013, 0.0037735849000000003, 0.2867924528, 0.18427672960000002, 0.0433962264, 0.0245283019, 0.0377358491, 0.0088050314, 0.013836478, 0.006918239]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
11,AA332,"[20499, 62444]","[0.02, 0.001]","['pg', 'pg']","[133, 282]","[0, 0]","[[0.02, 0.001], [0, 0]]","[32, 73]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
12,AA339,"[18635, 91497]","[0.001, 1.0]","['pg', 'nt']","[126, 526]","[0, 2]","[[0.001, 1.0], [0, 2]]","[30, 139]","[0.20957983195000002, 0.3011764706, 0.0144654088, 0.0050314465, 0.0176100629, 0.0006289308, 0.0232704403, 0.012578616400000001, 0.127672956, 0.1226415094, 0.006918239, 0.0075471698000000005, 0.0088050314, 0.006918239, 0.0062893082000000005, 0.051572326999999994, 0.0056603774, 0.012578616400000001, 0.0, 0.0006289308, 0.0018867925000000002, 0.0, 0.0, 0.0025157233, 0.0031446541000000002, 0.0044025157, 0.010062893100000001, 0.013836478, 0.010062893100000001, 0.0, 0.0050314465, 0.011320754700000001, 0.0044025157, 0.0018867925000000002, 0.0, 0.011320754700000001, 0.0, 0.033962264199999995, 0.0094339623, 0.0, 0.0, 0.0, 0.0056603774, 0.0119496855, 0.0025157233, 0.013836478, 0.0081761006, 0.0050314465, 0.0119496855, 0.011320754700000001, 0.0094339623, 0.0408805031, 0.0094339623]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
13,AA368,"[83623, 91497]","[0.001, 1.0]","['pg', 'nt']","[493, 526]","[0, 2]","[[0.001, 1.0], [0, 2]]","[132, 139]","[0.44063025210000006, 0.4943697479, 0.0226415094, 0.0088050314, 0.0238993711, 0.0006289308, 0.0232704403, 0.012578616400000001, 0.12830188680000001, 0.1264150943, 0.0094339623, 0.0081761006, 0.0088050314, 0.006918239, 0.0069182390000000005, 0.06352201249999999, 0.013836478, 0.0157232705, 0.0018867925000000002, 0.011949685500000001, 0.0088050315, 0.022641509400000003, 0.0025157233, 0.0459119497, 0.014465408800000001, 0.0408805031, 0.012578616400000001, 0.0226415094, 0.0245283019, 0.0477987421, 0.0660377358, 0.0389937107, 0.0465408805, 0.05220125789999999, 0.1088050314, 0.0182389937, 0.020125786200000002, 0.055974842799999994, 0.0169811321, 0.0220125786, 0.0106918239, 0.0761006289, 0.010062893100000001, 0.0119496855, 0.013836478000000001, 0.013836478, 0.0081761006, 0.011320754700000001, 0.0132075471, 0.011320754700000001, 0.0094339623, 0.0477987421, 0.0132075472]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
14,AA385,"[62465, 12810]","[0.01, 1.0]","['pg', 'nt']","[285, 96]","[0, 2]","[[0.01, 1.0], [0, 2]]","[74, 21]","[0.27333333335, 0.2925, 0.04, 0.0166666667, 0.05, 0.0166666667, 0.0833333333, 0.0166666667, 0.0633333333, 0.0366666667, 0.1, 0.0166666667, 0.023333333300000002, 0.033333333300000004, 0.0466666667, 0.1333333333, 0.04, 0.08, 0.01, 0.02, 0.0, 0.0166666667, 0.03, 0.0, 0.023333333300000002, 0.0433333333, 0.08666666669999999, 0.19, 0.0066666667, 0.0433333333, 0.0, 0.0, 0.0066666667, 0.0, 0.0, 0.023333333300000002, 0.0, 0.033333333300000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333, 0.0, 0.0, 0.0133333333, 0.0, 0.0, 0.0, 0.0033333333, 0.0, 0.0]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
15,AA474,"[11552, 12810]","[0.01, 1.0]","['pg', 'nt']","[65, 96]","[0, 2]","[[0.01, 1.0], [0, 2]]","[12, 21]","[0.27333333335, 0.2925, 0.04, 0.0166666667, 0.05, 0.0166666667, 0.0833333333, 0.0166666667, 0.0633333333, 0.0366666667, 0.1, 0.0166666667, 0.023333333300000002, 0.033333333300000004, 0.0466666667, 0.1333333333, 0.04, 0.08, 0.01, 0.02, 0.0, 0.0166666667, 0.03, 0.0, 0.023333333300000002, 0.0433333333, 0.08666666669999999, 0.19, 0.0066666667, 0.0433333333, 0.0, 0.0, 0.0066666667, 0.0, 0.0, 0.023333333300000002, 0.0, 0.033333333300000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333, 0.0, 0.0, 0.0133333333, 0.0, 0.0, 0.0, 0.0033333333, 0.0, 0.0]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
16,AA476,"[18635, 7921]","[0.001, 1.0]","['pg', 'nt']","[126, 441]","[0, 2]","[[0.001, 1.0], [0, 2]]","[30, 116]","[0.231302521, 0.26205882355, 0.0062893082000000005, 0.0025157233, 0.0182389937, 0.0018867925000000002, 0.0176100629, 0.012578616400000001, 0.0094339623, 0.0056603774, 0.0081761006, 0.0031446541000000002, 0.0044025157, 0.0044025157, 0.0056603774, 0.048427673, 0.059748427699999995, 0.033333333300000004, 0.030817610099999997, 0.0037735849000000003, 0.026415094300000004, 0.0144654088, 0.0176100629, 0.0081761006, 0.0245283019, 0.0106918239, 0.065408805, 0.022641509400000003, 0.0037735849000000003, 0.0050314465, 0.0031446541000000002, 0.0088050314, 0.0213836478, 0.012578616400000001, 0.0062893082000000005, 0.0025157233, 0.0006289308, 0.0270440252, 0.0358490566, 0.0018867925000000002, 0.0, 0.0, 0.0075471698000000005, 0.020754717, 0.0037735849000000003, 0.0182389937, 0.0056603774, 0.011320754700000001, 0.0075471698000000005, 0.033962264199999995, 0.033962264199999995, 0.006918239, 0.0031446541000000002]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
17,AA513,"[62444, 12810]","[0.001, 1.0]","['pg', 'nt']","[282, 96]","[0, 2]","[[0.001, 1.0], [0, 2]]","[73, 21]","[0.27333333335, 0.2925, 0.04, 0.0166666667, 0.05, 0.0166666667, 0.0833333333, 0.0166666667, 0.0633333333, 0.0366666667, 0.1, 0.0166666667, 0.023333333300000002, 0.033333333300000004, 0.0466666667, 0.1333333333, 0.04, 0.08, 0.01, 0.02, 0.0, 0.0166666667, 0.03, 0.0, 0.023333333300000002, 0.0433333333, 0.08666666669999999, 0.19, 0.0066666667, 0.0433333333, 0.0, 0.0, 0.0066666667, 0.0, 0.0, 0.023333333300000002, 0.0, 0.033333333300000004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0033333333, 0.0, 0.0, 0.0133333333, 0.0, 0.0, 0.0, 0.0033333333, 0.0, 0.0]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
18,AA618,"[7765, 7921]","[0.001, 1.0]","['pg', 'nt']","[411, 441]","[0, 2]","[[0.001, 1.0], [0, 2]]","[107, 116]","[0.231302521, 0.26205882355, 0.0062893082000000005, 0.0025157233, 0.0182389937, 0.0018867925000000002, 0.0176100629, 0.012578616400000001, 0.0094339623, 0.0056603774, 0.0081761006, 0.0031446541000000002, 0.0044025157, 0.0044025157, 0.0056603774, 0.048427673, 0.059748427699999995, 0.033333333300000004, 0.030817610099999997, 0.0037735849000000003, 0.026415094300000004, 0.0144654088, 0.0176100629, 0.0081761006, 0.0245283019, 0.0106918239, 0.065408805, 0.022641509400000003, 0.0037735849000000003, 0.0050314465, 0.0031446541000000002, 0.0088050314, 0.0213836478, 0.012578616400000001, 0.0062893082000000005, 0.0025157233, 0.0006289308, 0.0270440252, 0.0358490566, 0.0018867925000000002, 0.0, 0.0, 0.0075471698000000005, 0.020754717, 0.0037735849000000003, 0.0182389937, 0.0056603774, 0.011320754700000001, 0.0075471698000000005, 0.033962264199999995, 0.033962264199999995, 0.006918239, 0.0031446541000000002]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
19,AA632,"[83623, 11552]","[0.001, 0.01]","['pg', 'pg']","[493, 65]","[0, 0]","[[0.001, 0.01], [0, 0]]","[132, 12]","[0.23105042015000002, 0.1931932773, 0.0081761006, 0.0037735849000000003, 0.0062893082000000005, 0.0, 0.0, 0.0, 0.0006289308, 0.0037735849000000003, 0.0025157233, 0.0006289308, 0.0, 0.0, 0.0006289308, 0.0119496855, 0.0081761006, 0.0031446541000000002, 0.0018867925000000002, 0.011320754700000001, 0.006918239, 0.022641509400000003, 0.0025157233, 0.0433962264, 0.011320754700000001, 0.0364779874, 0.0025157233, 0.0088050314, 0.0144654088, 0.0477987421, 0.0610062893, 0.027672956, 0.0421383648, 0.050314465399999994, 0.1088050314, 0.006918239, 0.020125786200000002, 0.0220125786, 0.0075471698000000005, 0.0220125786, 0.0106918239, 0.0761006289, 0.0044025157, 0.0, 0.011320754700000001, 0.0, 0.0, 0.0062893082000000005, 0.0012578616, 0.0, 0.0, 0.006918239, 0.0037735849000000003]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
20,AA649,"[20499, 91497]","[0.02, 1.0]","['pg', 'nt']","[133, 526]","[0, 2]","[[0.02, 1.0], [0, 2]]","[32, 139]","[0.20957983195000002, 0.3011764706, 0.0144654088, 0.0050314465, 0.0176100629, 0.0006289308, 0.0232704403, 0.012578616400000001, 0.127672956, 0.1226415094, 0.006918239, 0.0075471698000000005, 0.0088050314, 0.006918239, 0.0062893082000000005, 0.051572326999999994, 0.0056603774, 0.012578616400000001, 0.0, 0.0006289308, 0.0018867925000000002, 0.0, 0.0, 0.0025157233, 0.0031446541000000002, 0.0044025157, 0.010062893100000001, 0.013836478, 0.010062893100000001, 0.0, 0.0050314465, 0.011320754700000001, 0.0044025157, 0.0018867925000000002, 0.0, 0.011320754700000001, 0.0, 0.033962264199999995, 0.0094339623, 0.0, 0.0, 0.0, 0.0056603774, 0.0119496855, 0.0025157233, 0.013836478, 0.0081761006, 0.0050314465, 0.0119496855, 0.011320754700000001, 0.0094339623, 0.0408805031, 0.0094339623]","['{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}', '{0.01, 0.378, 0.506, 0.08, 0.0, 0.0533333334, 0.02, 0.0733333334, 0.046666666600000004, 0.10666666659999999, 0.04, 0.17333333339999998, 0.0533333334, 0.0333333334, 0.06666666660000001, 0.0266666666, 0.1466666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0266666666, 0.0066666666, 0.0, 0.0, 0.04, 0.0, 0.06666666660000001, 0.04, 0.0333333334, 0.0, 0.0, 0.046666666600000004, 0.0, 0.0533333334, 0.046666666600000004, 0.0, 0.0, 0.04, 0.02, 0.0066666666, 0.02, 0.0, 0.02, 0.0266666666, 0.0133333334, 0.0266666666, 0.0133333334, 0.0, 0.0}']"
