compound_id,CID,SMILES,is_solvent,rdkit_isomers,pubchem_smiles,pubchem_ik,match
165,8139,CCCCCCCCCCCC(=O)OC,FALSE,['CCCCCCCCCCCC(=O)OC'],CCCCCCCCCCCC(=O)OC,UQDUPQYQJKYHQI-UHFFFAOYSA-N,True
166,8186,CCCCCCCCCCC=O,FALSE,['CCCCCCCCCCC=O'],CCCCCCCCCCC=O,KMPQYAYAQWNLME-UHFFFAOYSA-N,True
167,8472,COP(OC)OC,FALSE,['COP(OC)OC'],COP(OC)OC,CYTQBVOFDCPGCX-UHFFFAOYSA-N,True
168,8815,COC1=CC=C(C=C1)CC=C,FALSE,['C=CCc1ccc(OC)cc1'],COC1=CC=C(C=C1)CC=C,ZFMSMUAANRJZFM-UHFFFAOYSA-N,True
169,8857,CCOC(=O)C,FALSE,['CCOC(C)=O'],CCOC(=O)C,XEKOWRVHYACXOJ-UHFFFAOYSA-N,True
170,9609,CCSCC,FALSE,['CCSCC'],CCSCC,LJSQFQKUNVCTIA-UHFFFAOYSA-N,True
171,9862,CC(=CCCC(=O)C)C,FALSE,['CC(=O)CCC=C(C)C'],CC(=CCCC(=O)C)C,UHEPJGULSIKKTP-UHFFFAOYSA-N,True
172,10822,CCC1=CC=NC=C1,FALSE,['CCc1ccncc1'],CCC1=CC=NC=C1,VJXRKZJMGVSXPX-UHFFFAOYSA-N,True
173,11335,CC1=C(C(=CC=C1)C)O,FALSE,['Cc1cccc(C)c1O'],CC1=C(C(=CC=C1)C)O,NXXYKOUNUYWIHA-UHFFFAOYSA-N,True
174,11583,CCCCC(=O)C,FALSE,['CCCCC(C)=O'],,,False
175,11617,C=CCSCC=C,FALSE,['C=CCSCC=C'],C=CCSCC=C,UBJVUCKUDDKUJF-UHFFFAOYSA-N,True
176,12741,CCCCCCCCC(=O)C,FALSE,['CCCCCCCCC(C)=O'],CCCCCCCCC(=O)C,ZAJNGDIORYACQU-UHFFFAOYSA-N,True
177,12992,CC(=CC=C(C)C)C,FALSE,['CC(C)=CC=C(C)C'],CC(=CC=C(C)C)C,DZPCYXCBXGQBRN-UHFFFAOYSA-N,True
178,13187,CCCCCCCC(=O)C,FALSE,['CCCCCCCC(C)=O'],CCCCCCCC(=O)C,VKCYHJWLYTUGCC-UHFFFAOYSA-N,True
179,15717,C=CCOC(=O)CC1=CC=CC=C1,FALSE,['C=CCOC(=O)Cc1ccccc1'],C=CCOC(=O)CC1=CC=CC=C1,ZCDYAMJXVAUTIM-UHFFFAOYSA-N,True
180,16255,CCCCCCCC(=O)OCCC(C)C,FALSE,['CCCCCCCC(=O)OCCC(C)C'],CCCCCCCC(=O)OCCC(C)C,XKWSWANXMRXDES-UHFFFAOYSA-N,True
181,16402,C(CCCN)CCN,FALSE,['NCCCCCCN'],C(CCCN)CCN,NAQMVNRVTILPCV-UHFFFAOYSA-N,True
182,16724,CC1=CC[C@@H](CC1=O)C(=C)C,FALSE,['C=C(C)C1CC=C(C)C(=O)C1'],,,False
183,16800,CCCCCC1=CC=CC=N1,FALSE,['CCCCCc1ccccn1'],,,False
184,16907,COC(=O)CS,FALSE,['COC(=O)CS'],,,False
185,18273,C=CC1CC2CC1C=C2,FALSE,"['C=CC1CC2C=CC1C2', 'C=CC1CC2C=CC1C2', 'C=CC1CC2C=CC1C2', 'C=CC1CC2C=CC1C2', 'C=CC1CC2C=CC1C2', 'C=CC1CC2C=CC1C2', 'C=CC1CC2C=CC1C2', 'C=CC1CC2C=CC1C2']",C=CC1CC2CC1C=C2,INYHZQLKOKTDAI-UHFFFAOYSA-N,True
186,18298,C=CC(=O)OC1CCCCC1,FALSE,['C=CC(=O)OC1CCCCC1'],C=CC(=O)OC1CCCCC1,KBLWLMPSVYBVDK-UHFFFAOYSA-N,True
187,18554,CCC1=CC=CO1,FALSE,['CCc1ccco1'],CCC1=CC=CO1,HLPIHRDZBHXTFJ-UHFFFAOYSA-N,True
188,19309,CC1C(=O)C(=C(O1)C)O,FALSE,"['CC1=C(O)C(=O)C(C)O1', 'CC1=C(O)C(=O)C(C)O1']",CC1C(=O)C(=C(O1)C)O,INAXVXBDKKUCGI-UHFFFAOYSA-N,True
189,21428,CC1CCCC(C1O)C,FALSE,"['CC1CCCC(C)C1O', 'CC1CCCC(C)C1O', 'CC1CCCC(C)C1O', 'CC1CCCC(C)C1O']",CC1CCCC(C1O)C,MOISVRZIQDQVPF-UHFFFAOYSA-N,True
190,24020,CCC(C)C(=O)OCC,FALSE,"['CCOC(=O)C(C)CC', 'CCOC(=O)C(C)CC']",CCC(C)C(=O)OCC,HCRBXQFHJMCTLF-UHFFFAOYSA-N,True
191,26334,CCC1=NC=C(N=C1C)C,FALSE,['CCc1ncc(C)nc1C'],CCC1=NC=C(N=C1C)C,JZBCTZLGKSYRSF-UHFFFAOYSA-N,True
192,28905,CCC1=NC=C(N=C1CC)C,FALSE,['CCc1ncc(C)nc1CC'],CCC1=NC=C(N=C1CC)C,PSINWXIDJYEXLO-UHFFFAOYSA-N,True
193,31246,CCCC(=O)CCC,FALSE,['CCCC(=O)CCC'],CCCC(=O)CCC,HCFAJYNVAYBARA-UHFFFAOYSA-N,True
194,31276,CC(C)CCOC(=O)C,FALSE,['CC(=O)OCCC(C)C'],,,False
195,31289,CCCCCCCCC=O,FALSE,['CCCCCCCCC=O'],,,False
196,33166,CC(C)C1=NC=CN=C1OC,FALSE,['COc1nccnc1C(C)C'],CC(C)C1=NC=CN=C1OC,NTOPKICPEQUPPH-UHFFFAOYSA-N,True
197,47649,CC1=C(C=CO1)SSC,FALSE,['CSSc1ccoc1C'],CC1=C(C=CO1)SSC,SRUTWBWLFKSTIS-UHFFFAOYSA-N,True
198,61192,CC1=C(SC=N1)CCOC(=O)C,FALSE,['CC(=O)OCCc1scnc1C'],CC1=C(SC=N1)CCOC(=O)C,CRTCWNPLKVVXIX-UHFFFAOYSA-N,True
199,61771,CCC(C)C1CCCCC1=O,FALSE,"['CCC(C)C1CCCCC1=O', 'CCC(C)C1CCCCC1=O', 'CCC(C)C1CCCCC1=O', 'CCC(C)C1CCCCC1=O']",CCC(C)C1CCCCC1=O,RQXTZKGDMNIWJF-UHFFFAOYSA-N,True
200,62378,CCCCCC1=C(CCC1=O)C,FALSE,['CCCCCC1=C(C)CCC1=O'],CCCCCC1=C(CCC1=O)C,YCIXWYOBMVNGTB-UHFFFAOYSA-N,True
201,66282,CSCC=C,FALSE,['C=CCSC'],CSCC=C,NVLPQIPTCCLBEU-UHFFFAOYSA-N,True
202,70126,CC1=CC(=CC(=C1)OC)C,FALSE,['COc1cc(C)cc(C)c1'],CC1=CC(=CC(=C1)OC)C,JCHJBEZBHANKGA-UHFFFAOYSA-N,True
203,135966,CCCC(=O)OCCOC(=O)CCC,FALSE,['CCCC(=O)OCCOC(=O)CCC'],CCCC(=O)OCCOC(=O)CCC,SFTRWCBAYKQWCS-UHFFFAOYSA-N,True
204,159055,C[C@@]12CC[C@@H](C1(C)C)CC2=O,FALSE,['CC12CCC(CC1=O)C2(C)C'],C[C@@]12CC[C@@H](C1(C)C)CC2=O,DSSYKIVIOFKYAU-XCBNKYQSSA-N,False
205,521348,CCCC(CCO)S,FALSE,"['CCCC(S)CCO', 'CCCC(S)CCO']",CCCC(CCO)S,TYZFMFVWHZKYSE-UHFFFAOYSA-N,True
206,556940,CCOC(=O)CCSCC1=CC=CO1,FALSE,['CCOC(=O)CCSCc1ccco1'],CCOC(=O)CCSCC1=CC=CO1,ZKCVVCLCYIXCOD-UHFFFAOYSA-N,True
207,638014,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,FALSE,['CC(=O)C=CC1=C(C)CCCC1(C)C'],CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,PSQYTAPXSHCGMF-BQYQJAHWSA-N,False
208,5283356,CCCCCCCC/C=C/C=O,FALSE,['CCCCCCCCC=CC=O'],CCCCCCCC/C=C/C=O,PANBRUWVURLWGY-MDZDMXLPSA-N,False
209,5366074,C/C=C/C(=O)C1=C(C=CCC1(C)C)C,FALSE,['CC=CC(=O)C1=C(C)C=CCC1(C)C'],C/C=C/C(=O)C1=C(C=CCC1(C)C)C,POIARNZEYGURDG-FNORWQNLSA-N,False
210,10975561,CC(C)(C)C#CC(C=C)O,FALSE,"['C=CC(O)C#CC(C)(C)C', 'C=CC(O)C#CC(C)(C)C']",CC(C)(C)C#CC(C=C)O,MOWPBNFGGOHZRW-UHFFFAOYSA-N,True
211,21648,CC(=O)CCC1=CC=C(C=C1)O,,['CC(=O)CCc1ccc(O)cc1'],CC(=O)CCC1=CC=C(C=C1)O,NJGBTKGETPDVIK-UHFFFAOYSA-N,True
212,5144,C=CCC1=CC2=C(C=C1)OCO2,,['C=CCc1ccc2c(c1)OCO2'],C=CCC1=CC2=C(C=C1)OCO2,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,True
213,6429343,CC/C=C\CC(=O)C=C,,['C=CC(=O)CC=CCC'],CC/C=C\CC(=O)C=C,VWYBQOFZVSNDAW-WAYWQWQTSA-N,False
214,1183,COC1=C(C=CC(=C1)C=O)O,,['COc1cc(C=O)ccc1O'],,,False
215,31266,CCCCCC(=O)OCC=C,,['C=CCOC(=O)CCCCC'],,,False
216,11684,CCC(C)(C)C(=O)O,,['CCC(C)(C)C(=O)O'],,,False
217,6054,C1=CC=C(C=C1)CCO,,['OCCc1ccccc1'],C1=CC=C(C=C1)CCO,WRMNZCZEMHIOCP-UHFFFAOYSA-N,True
218,8363,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,,['O=C(OCc1ccccc1)c1ccccc1O'],C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,ZCTQGTTXIYCGGC-UHFFFAOYSA-N,True
219,12587,CC(C)CCC(=O)O,,['CC(C)CCC(=O)O'],CC(C)CCC(=O)O,FGKJLKRYENPLQH-UHFFFAOYSA-N,True
220,7601,C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,,['O=C(Cc1ccccc1)OCCc1ccccc1'],C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,ZOZIRNMDEZKZHM-UHFFFAOYSA-N,True
221,60985,CC(C)C(=O)OCCC(C)CCC=C(C)C,,"['CC(C)=CCCC(C)CCOC(=O)C(C)C', 'CC(C)=CCCC(C)CCOC(=O)C(C)C']",CC(C)C(=O)OCCC(C)CCC=C(C)C,ZGPPERKMXSGYRK-UHFFFAOYSA-N,True
222,21059,CCC1=C(C(=O)C=CO1)O,,['CCc1occc(=O)c1O'],CCC1=C(C(=O)C=CO1)O,YIKYNHJUKRTCJL-UHFFFAOYSA-N,True
223,10947,CC1CCCCCCCCCCCCC(=O)C1,,"['CC1CCCCCCCCCCCCC(=O)C1', 'CC1CCCCCCCCCCCCC(=O)C1']",CC1CCCCCCCCCCCCC(=O)C1,ALHUZKCOMYUFRB-UHFFFAOYSA-N,True
224,7755,CCC(C)CC(=O)O,,"['CCC(C)CC(=O)O', 'CCC(C)CC(=O)O']",CCC(C)CC(=O)O,IGIDLTISMCAULB-UHFFFAOYSA-N,True
225,102861,CCCCCC1C(CCC1=O)CC(=O)OC,,"['CCCCCC1C(=O)CCC1CC(=O)OC', 'CCCCCC1C(=O)CCC1CC(=O)OC', 'CCCCCC1C(=O)CCC1CC(=O)OC', 'CCCCCC1C(=O)CCC1CC(=O)OC']",,,False
226,7802,CCCCC(=O)CC,,['CCCCC(=O)CC'],CCCCC(=O)CC,NGAZZOYFWWSOGK-UHFFFAOYSA-N,True
227,10976,CCCCCC(C)O,,"['CCCCCC(C)O', 'CCCCCC(C)O']",CCCCCC(C)O,CETWDUZRCINIHU-UHFFFAOYSA-N,True
228,6501,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,,"['CCOC(=O)C1OC1(C)c1ccccc1', 'CCOC(=O)C1OC1(C)c1ccccc1', 'CCOC(=O)C1OC1(C)c1ccccc1', 'CCOC(=O)C1OC1(C)c1ccccc1']",CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,LQKRYVGRPXFFAV-UHFFFAOYSA-N,True
229,8314,CCC(C)C(=O)O,,"['CCC(C)C(=O)O', 'CCC(C)C(=O)O']",CCC(C)C(=O)O,WLAMNBDJUVNPJU-UHFFFAOYSA-N,True
230,637563,C/C=C/C1=CC=C(C=C1)OC,,['CC=Cc1ccc(OC)cc1'],C/C=C/C1=CC=C(C=C1)OC,RUVINXPYWBROJD-ONEGZZNKSA-N,False
