stimulus,keller,Intensity,Pleasantness,Acid,Ammonia,Bakery,Burnt,Chemical,Cold,Decayed,Fish,Flower,Fruit,Garlic,Grass,Musky,Sour,Spices,Sweaty,Sweet,Warm,Wood,ratings,intensity_pleasantness,ratings_intensity_pleasantness
A7410,1,0.4515,0.52725,0.0361538461538461,0.0151282051282051,0.0302564102564102,0.0184615384615384,0.0559999999999999,0.0497499999999999,0.01125,0.0112820512820512,0.0666666666666666,0.0276923076923076,0.0202564102564102,0.0523076923076923,0.0841025641025641,0.0641025641025641,0.0289743589743589,0.0117948717948717,0.1246153846153846,0.0545,0.0305128205128205,"[0.0361538461538461, 0.0151282051282051, 0.0302564102564102, 0.0184615384615384, 0.0559999999999999, 0.0497499999999999, 0.01125, 0.0112820512820512, 0.0666666666666666, 0.0276923076923076, 0.0202564102564102, 0.0523076923076923, 0.0841025641025641, 0.0641025641025641, 0.0289743589743589, 0.0117948717948717, 0.1246153846153846, 0.0545, 0.0305128205128205]","[0.4515, 0.52725]","[0.4515, 0.52725, 0.0361538461538461, 0.0151282051282051, 0.0302564102564102, 0.0184615384615384, 0.0559999999999999, 0.0497499999999999, 0.01125, 0.0112820512820512, 0.0666666666666666, 0.0276923076923076, 0.0202564102564102, 0.0523076923076923, 0.0841025641025641, 0.0641025641025641, 0.0289743589743589, 0.0117948717948717, 0.1246153846153846, 0.0545, 0.0305128205128205]"
B7410,1,0.8147272727272727,0.528,0.1069090909090909,0.0549090909090909,0.0116363636363636,0.0585454545454545,0.184,0.039090909090909,0.0123636363636363,0.0003636363636363,0.086,0.0583636363636363,0.0127272727272727,0.0154545454545454,0.0369090909090909,0.0267272727272727,0.0303636363636363,0.0043636363636363,0.166,0.0418181818181818,0.0129090909090909,"[0.1069090909090909, 0.0549090909090909, 0.0116363636363636, 0.0585454545454545, 0.184, 0.039090909090909, 0.0123636363636363, 0.0003636363636363, 0.086, 0.0583636363636363, 0.0127272727272727, 0.0154545454545454, 0.0369090909090909, 0.0267272727272727, 0.0303636363636363, 0.0043636363636363, 0.166, 0.0418181818181818, 0.0129090909090909]","[0.8147272727272727, 0.528]","[0.8147272727272727, 0.528, 0.1069090909090909, 0.0549090909090909, 0.0116363636363636, 0.0585454545454545, 0.184, 0.039090909090909, 0.0123636363636363, 0.0003636363636363, 0.086, 0.0583636363636363, 0.0127272727272727, 0.0154545454545454, 0.0369090909090909, 0.0267272727272727, 0.0303636363636363, 0.0043636363636363, 0.166, 0.0418181818181818, 0.0129090909090909]"
A7463,1,0.6643137254901962,0.4737254901960784,0.077,0.0441999999999999,0.0054,0.0521999999999999,0.2449019607843137,0.0786,0.0,0.0,0.0462745098039215,0.013,0.0194,0.0062745098039215,0.0622,0.0274,0.128,0.008,0.0516,0.0513999999999999,0.024,"[0.077, 0.0441999999999999, 0.0054, 0.0521999999999999, 0.2449019607843137, 0.0786, 0.0, 0.0, 0.0462745098039215, 0.013, 0.0194, 0.0062745098039215, 0.0622, 0.0274, 0.128, 0.008, 0.0516, 0.0513999999999999, 0.024]","[0.6643137254901962, 0.4737254901960784]","[0.6643137254901962, 0.4737254901960784, 0.077, 0.0441999999999999, 0.0054, 0.0521999999999999, 0.2449019607843137, 0.0786, 0.0, 0.0, 0.0462745098039215, 0.013, 0.0194, 0.0062745098039215, 0.0622, 0.0274, 0.128, 0.008, 0.0516, 0.0513999999999999, 0.024]"
B7463,1,0.8374545454545455,0.3703636363636364,0.1709090909090909,0.1141818181818181,0.001090909090909,0.0436363636363636,0.3027272727272727,0.0685454545454545,0.0212727272727272,0.0016363636363636,0.0147272727272727,0.0294545454545454,0.0329090909090909,0.0332727272727272,0.0356363636363636,0.0812727272727272,0.1003636363636363,0.0045454545454545,0.0376363636363636,0.0347272727272727,0.062,"[0.1709090909090909, 0.1141818181818181, 0.001090909090909, 0.0436363636363636, 0.3027272727272727, 0.0685454545454545, 0.0212727272727272, 0.0016363636363636, 0.0147272727272727, 0.0294545454545454, 0.0329090909090909, 0.0332727272727272, 0.0356363636363636, 0.0812727272727272, 0.1003636363636363, 0.0045454545454545, 0.0376363636363636, 0.0347272727272727, 0.062]","[0.8374545454545455, 0.3703636363636364]","[0.8374545454545455, 0.3703636363636364, 0.1709090909090909, 0.1141818181818181, 0.001090909090909, 0.0436363636363636, 0.3027272727272727, 0.0685454545454545, 0.0212727272727272, 0.0016363636363636, 0.0147272727272727, 0.0294545454545454, 0.0329090909090909, 0.0332727272727272, 0.0356363636363636, 0.0812727272727272, 0.1003636363636363, 0.0045454545454545, 0.0376363636363636, 0.0347272727272727, 0.062]"
A7476,1,0.4414583333333333,0.688125,0.0348888888888888,0.0079545454545454,0.0154545454545454,0.0231818181818181,0.0893478260869565,0.0651111111111111,0.0175,0.0063636363636363,0.1138297872340425,0.0563043478260869,0.024090909090909,0.0070454545454545,0.0524444444444444,0.0311363636363636,0.0338636363636363,0.0056818181818181,0.1595744680851064,0.0502173913043478,0.0097727272727272,"[0.0348888888888888, 0.0079545454545454, 0.0154545454545454, 0.0231818181818181, 0.0893478260869565, 0.0651111111111111, 0.0175, 0.0063636363636363, 0.1138297872340425, 0.0563043478260869, 0.024090909090909, 0.0070454545454545, 0.0524444444444444, 0.0311363636363636, 0.0338636363636363, 0.0056818181818181, 0.1595744680851064, 0.0502173913043478, 0.0097727272727272]","[0.4414583333333333, 0.688125]","[0.4414583333333333, 0.688125, 0.0348888888888888, 0.0079545454545454, 0.0154545454545454, 0.0231818181818181, 0.0893478260869565, 0.0651111111111111, 0.0175, 0.0063636363636363, 0.1138297872340425, 0.0563043478260869, 0.024090909090909, 0.0070454545454545, 0.0524444444444444, 0.0311363636363636, 0.0338636363636363, 0.0056818181818181, 0.1595744680851064, 0.0502173913043478, 0.0097727272727272]"
B7476,1,0.8223636363636363,0.5330909090909092,0.0349090909090909,0.041090909090909,0.1312727272727272,0.0467272727272727,0.1161818181818181,0.0092727272727272,0.0049090909090909,0.0001818181818181,0.0647272727272727,0.048,0.0147272727272727,0.0278181818181818,0.037090909090909,0.017090909090909,0.1185454545454545,0.0058181818181818,0.1950909090909091,0.0674545454545454,0.032,"[0.0349090909090909, 0.041090909090909, 0.1312727272727272, 0.0467272727272727, 0.1161818181818181, 0.0092727272727272, 0.0049090909090909, 0.0001818181818181, 0.0647272727272727, 0.048, 0.0147272727272727, 0.0278181818181818, 0.037090909090909, 0.017090909090909, 0.1185454545454545, 0.0058181818181818, 0.1950909090909091, 0.0674545454545454, 0.032]","[0.8223636363636363, 0.5330909090909092]","[0.8223636363636363, 0.5330909090909092, 0.0349090909090909, 0.041090909090909, 0.1312727272727272, 0.0467272727272727, 0.1161818181818181, 0.0092727272727272, 0.0049090909090909, 0.0001818181818181, 0.0647272727272727, 0.048, 0.0147272727272727, 0.0278181818181818, 0.037090909090909, 0.017090909090909, 0.1185454545454545, 0.0058181818181818, 0.1950909090909091, 0.0674545454545454, 0.032]"
A7500,1,0.2296,0.5036,0.055,0.048,0.012,0.023,0.1355,0.069,0.071578947368421,0.0,0.0273684210526315,0.0726315789473684,0.0063157894736842,0.0034999999999999,0.0205263157894736,0.0773684210526315,0.0595238095238095,0.037,0.1542857142857142,0.0078947368421052,0.003,"[0.055, 0.048, 0.012, 0.023, 0.1355, 0.069, 0.071578947368421, 0.0, 0.0273684210526315, 0.0726315789473684, 0.0063157894736842, 0.0034999999999999, 0.0205263157894736, 0.0773684210526315, 0.0595238095238095, 0.037, 0.1542857142857142, 0.0078947368421052, 0.003]","[0.2296, 0.5036]","[0.2296, 0.5036, 0.055, 0.048, 0.012, 0.023, 0.1355, 0.069, 0.071578947368421, 0.0, 0.0273684210526315, 0.0726315789473684, 0.0063157894736842, 0.0034999999999999, 0.0205263157894736, 0.0773684210526315, 0.0595238095238095, 0.037, 0.1542857142857142, 0.0078947368421052, 0.003]"
B7500,1,0.7554545454545455,0.3523636363636363,0.0674545454545454,0.0765454545454545,0.0101818181818181,0.0523636363636363,0.3636363636363636,0.0309090909090909,0.0212727272727272,0.0001818181818181,0.0243636363636363,0.0001818181818181,0.0001818181818181,0.008,0.0401818181818181,0.0385454545454545,0.038,0.0129090909090909,0.024,0.0372727272727272,0.0316363636363636,"[0.0674545454545454, 0.0765454545454545, 0.0101818181818181, 0.0523636363636363, 0.3636363636363636, 0.0309090909090909, 0.0212727272727272, 0.0001818181818181, 0.0243636363636363, 0.0001818181818181, 0.0001818181818181, 0.008, 0.0401818181818181, 0.0385454545454545, 0.038, 0.0129090909090909, 0.024, 0.0372727272727272, 0.0316363636363636]","[0.7554545454545455, 0.3523636363636363]","[0.7554545454545455, 0.3523636363636363, 0.0674545454545454, 0.0765454545454545, 0.0101818181818181, 0.0523636363636363, 0.3636363636363636, 0.0309090909090909, 0.0212727272727272, 0.0001818181818181, 0.0243636363636363, 0.0001818181818181, 0.0001818181818181, 0.008, 0.0401818181818181, 0.0385454545454545, 0.038, 0.0129090909090909, 0.024, 0.0372727272727272, 0.0316363636363636]"
A7519,1,0.3093103448275862,0.5024137931034482,0.0292,0.01,0.0348,0.0225,0.0576923076923076,0.0116,0.0072,0.0154166666666666,0.022,0.0004,0.0020833333333333,0.0124,0.0941666666666666,0.0541666666666666,0.0229166666666666,0.00875,0.0611538461538461,0.07,0.044,"[0.0292, 0.01, 0.0348, 0.0225, 0.0576923076923076, 0.0116, 0.0072, 0.0154166666666666, 0.022, 0.0004, 0.0020833333333333, 0.0124, 0.0941666666666666, 0.0541666666666666, 0.0229166666666666, 0.00875, 0.0611538461538461, 0.07, 0.044]","[0.3093103448275862, 0.5024137931034482]","[0.3093103448275862, 0.5024137931034482, 0.0292, 0.01, 0.0348, 0.0225, 0.0576923076923076, 0.0116, 0.0072, 0.0154166666666666, 0.022, 0.0004, 0.0020833333333333, 0.0124, 0.0941666666666666, 0.0541666666666666, 0.0229166666666666, 0.00875, 0.0611538461538461, 0.07, 0.044]"
B7519,1,0.752962962962963,0.292962962962963,0.117037037037037,0.09,0.0007407407407407,0.0318518518518518,0.2772222222222222,0.0418518518518518,0.0433333333333333,0.014074074074074,0.0187037037037037,0.0096296296296296,0.0096296296296296,0.0194444444444444,0.0562962962962962,0.0514814814814814,0.0264814814814814,0.0324074074074074,0.024074074074074,0.0462962962962963,0.0324074074074074,"[0.117037037037037, 0.09, 0.0007407407407407, 0.0318518518518518, 0.2772222222222222, 0.0418518518518518, 0.0433333333333333, 0.014074074074074, 0.0187037037037037, 0.0096296296296296, 0.0096296296296296, 0.0194444444444444, 0.0562962962962962, 0.0514814814814814, 0.0264814814814814, 0.0324074074074074, 0.024074074074074, 0.0462962962962963, 0.0324074074074074]","[0.752962962962963, 0.292962962962963]","[0.752962962962963, 0.292962962962963, 0.117037037037037, 0.09, 0.0007407407407407, 0.0318518518518518, 0.2772222222222222, 0.0418518518518518, 0.0433333333333333, 0.014074074074074, 0.0187037037037037, 0.0096296296296296, 0.0096296296296296, 0.0194444444444444, 0.0562962962962962, 0.0514814814814814, 0.0264814814814814, 0.0324074074074074, 0.024074074074074, 0.0462962962962963, 0.0324074074074074]"
A7559,1,0.5814285714285714,0.4228571428571428,0.0528260869565217,0.1127659574468085,0.0332608695652173,0.0228260869565217,0.1195833333333333,0.0530434782608695,0.0431914893617021,0.0115217391304347,0.0463043478260869,0.0010869565217391,0.0171739130434782,0.0297826086956521,0.0702127659574468,0.0640425531914893,0.0670212765957446,0.0382978723404255,0.0595652173913043,0.0351063829787234,0.0154347826086956,"[0.0528260869565217, 0.1127659574468085, 0.0332608695652173, 0.0228260869565217, 0.1195833333333333, 0.0530434782608695, 0.0431914893617021, 0.0115217391304347, 0.0463043478260869, 0.0010869565217391, 0.0171739130434782, 0.0297826086956521, 0.0702127659574468, 0.0640425531914893, 0.0670212765957446, 0.0382978723404255, 0.0595652173913043, 0.0351063829787234, 0.0154347826086956]","[0.5814285714285714, 0.4228571428571428]","[0.5814285714285714, 0.4228571428571428, 0.0528260869565217, 0.1127659574468085, 0.0332608695652173, 0.0228260869565217, 0.1195833333333333, 0.0530434782608695, 0.0431914893617021, 0.0115217391304347, 0.0463043478260869, 0.0010869565217391, 0.0171739130434782, 0.0297826086956521, 0.0702127659574468, 0.0640425531914893, 0.0670212765957446, 0.0382978723404255, 0.0595652173913043, 0.0351063829787234, 0.0154347826086956]"
B7559,1,0.6914545454545454,0.4289090909090909,0.0444444444444444,0.0807407407407407,0.0026415094339622,0.0090566037735849,0.1090566037735849,0.0774545454545454,0.0616981132075471,0.0018867924528301,0.1081132075471698,0.0360377358490566,0.0124528301886792,0.0320754716981132,0.1333962264150943,0.1062264150943396,0.0396226415094339,0.0718867924528302,0.115,0.060566037735849,0.0235849056603773,"[0.0444444444444444, 0.0807407407407407, 0.0026415094339622, 0.0090566037735849, 0.1090566037735849, 0.0774545454545454, 0.0616981132075471, 0.0018867924528301, 0.1081132075471698, 0.0360377358490566, 0.0124528301886792, 0.0320754716981132, 0.1333962264150943, 0.1062264150943396, 0.0396226415094339, 0.0718867924528302, 0.115, 0.060566037735849, 0.0235849056603773]","[0.6914545454545454, 0.4289090909090909]","[0.6914545454545454, 0.4289090909090909, 0.0444444444444444, 0.0807407407407407, 0.0026415094339622, 0.0090566037735849, 0.1090566037735849, 0.0774545454545454, 0.0616981132075471, 0.0018867924528301, 0.1081132075471698, 0.0360377358490566, 0.0124528301886792, 0.0320754716981132, 0.1333962264150943, 0.1062264150943396, 0.0396226415094339, 0.0718867924528302, 0.115, 0.060566037735849, 0.0235849056603773]"
A7583,1,0.2695454545454545,0.4645454545454545,0.0,0.0,0.0345,0.0233333333333333,0.0115,0.0255,0.0,0.0,0.0625,0.0,0.048,0.019047619047619,0.0542857142857142,0.0238095238095238,0.102,0.037,0.0514285714285714,0.049,0.093,"[0.0, 0.0, 0.0345, 0.0233333333333333, 0.0115, 0.0255, 0.0, 0.0, 0.0625, 0.0, 0.048, 0.019047619047619, 0.0542857142857142, 0.0238095238095238, 0.102, 0.037, 0.0514285714285714, 0.049, 0.093]","[0.2695454545454545, 0.4645454545454545]","[0.2695454545454545, 0.4645454545454545, 0.0, 0.0, 0.0345, 0.0233333333333333, 0.0115, 0.0255, 0.0, 0.0, 0.0625, 0.0, 0.048, 0.019047619047619, 0.0542857142857142, 0.0238095238095238, 0.102, 0.037, 0.0514285714285714, 0.049, 0.093]"
B7583,1,0.5513207547169812,0.4992452830188679,0.1207843137254902,0.0558823529411764,0.0256,0.0166666666666666,0.1594230769230769,0.0584,0.002,0.0046,0.0266666666666666,0.0258,0.0156862745098039,0.0294,0.0182,0.0237254901960784,0.0634,0.0116,0.0756862745098039,0.0264,0.0416,"[0.1207843137254902, 0.0558823529411764, 0.0256, 0.0166666666666666, 0.1594230769230769, 0.0584, 0.002, 0.0046, 0.0266666666666666, 0.0258, 0.0156862745098039, 0.0294, 0.0182, 0.0237254901960784, 0.0634, 0.0116, 0.0756862745098039, 0.0264, 0.0416]","[0.5513207547169812, 0.4992452830188679]","[0.5513207547169812, 0.4992452830188679, 0.1207843137254902, 0.0558823529411764, 0.0256, 0.0166666666666666, 0.1594230769230769, 0.0584, 0.002, 0.0046, 0.0266666666666666, 0.0258, 0.0156862745098039, 0.0294, 0.0182, 0.0237254901960784, 0.0634, 0.0116, 0.0756862745098039, 0.0264, 0.0416]"
A7593,1,0.3541463414634146,0.4302439024390244,0.0205555555555555,0.0975,0.035,0.0313888888888888,0.0645945945945946,0.0283333333333333,0.0727777777777777,0.0116666666666666,0.0116666666666666,0.02,0.0283783783783783,0.0172222222222222,0.1433333333333333,0.0622222222222222,0.0161111111111111,0.0625,0.086578947368421,0.0925,0.0222222222222222,"[0.0205555555555555, 0.0975, 0.035, 0.0313888888888888, 0.0645945945945946, 0.0283333333333333, 0.0727777777777777, 0.0116666666666666, 0.0116666666666666, 0.02, 0.0283783783783783, 0.0172222222222222, 0.1433333333333333, 0.0622222222222222, 0.0161111111111111, 0.0625, 0.086578947368421, 0.0925, 0.0222222222222222]","[0.3541463414634146, 0.4302439024390244]","[0.3541463414634146, 0.4302439024390244, 0.0205555555555555, 0.0975, 0.035, 0.0313888888888888, 0.0645945945945946, 0.0283333333333333, 0.0727777777777777, 0.0116666666666666, 0.0116666666666666, 0.02, 0.0283783783783783, 0.0172222222222222, 0.1433333333333333, 0.0622222222222222, 0.0161111111111111, 0.0625, 0.086578947368421, 0.0925, 0.0222222222222222]"
B7593,1,0.7812962962962964,0.3268518518518518,0.0538888888888888,0.0816666666666666,0.0051851851851851,0.0866666666666666,0.132037037037037,0.0296296296296296,0.045,0.0001851851851851,0.0185185185185185,0.0001851851851851,0.0209259259259259,0.009074074074074,0.1131481481481481,0.0892592592592592,0.0629629629629629,0.0896296296296296,0.05,0.0638888888888889,0.0259259259259259,"[0.0538888888888888, 0.0816666666666666, 0.0051851851851851, 0.0866666666666666, 0.132037037037037, 0.0296296296296296, 0.045, 0.0001851851851851, 0.0185185185185185, 0.0001851851851851, 0.0209259259259259, 0.009074074074074, 0.1131481481481481, 0.0892592592592592, 0.0629629629629629, 0.0896296296296296, 0.05, 0.0638888888888889, 0.0259259259259259]","[0.7812962962962964, 0.3268518518518518]","[0.7812962962962964, 0.3268518518518518, 0.0538888888888888, 0.0816666666666666, 0.0051851851851851, 0.0866666666666666, 0.132037037037037, 0.0296296296296296, 0.045, 0.0001851851851851, 0.0185185185185185, 0.0001851851851851, 0.0209259259259259, 0.009074074074074, 0.1131481481481481, 0.0892592592592592, 0.0629629629629629, 0.0896296296296296, 0.05, 0.0638888888888889, 0.0259259259259259]"
A7601,1,0.1725,0.5285,0.0388235294117647,0.0152941176470588,0.0335294117647058,0.0088235294117647,0.0494117647058823,0.0,0.0517647058823529,0.0229411764705882,0.1688888888888889,0.0,0.0,0.0047058823529411,0.0376470588235294,0.1135294117647058,0.0929411764705882,0.0364705882352941,0.0655555555555555,0.0555555555555555,0.0172222222222222,"[0.0388235294117647, 0.0152941176470588, 0.0335294117647058, 0.0088235294117647, 0.0494117647058823, 0.0, 0.0517647058823529, 0.0229411764705882, 0.1688888888888889, 0.0, 0.0, 0.0047058823529411, 0.0376470588235294, 0.1135294117647058, 0.0929411764705882, 0.0364705882352941, 0.0655555555555555, 0.0555555555555555, 0.0172222222222222]","[0.1725, 0.5285]","[0.1725, 0.5285, 0.0388235294117647, 0.0152941176470588, 0.0335294117647058, 0.0088235294117647, 0.0494117647058823, 0.0, 0.0517647058823529, 0.0229411764705882, 0.1688888888888889, 0.0, 0.0, 0.0047058823529411, 0.0376470588235294, 0.1135294117647058, 0.0929411764705882, 0.0364705882352941, 0.0655555555555555, 0.0555555555555555, 0.0172222222222222]"
B7601,1,0.4255,0.5335,0.0294594594594594,0.0362162162162162,0.0118918918918918,0.0281081081081081,0.1178947368421052,0.0407894736842105,0.0044736842105263,0.0086486486486486,0.0983783783783783,0.0657894736842105,0.024054054054054,0.0384210526315789,0.0772972972972973,0.0476315789473684,0.0129729729729729,0.0351351351351351,0.184054054054054,0.0694871794871794,0.0291891891891891,"[0.0294594594594594, 0.0362162162162162, 0.0118918918918918, 0.0281081081081081, 0.1178947368421052, 0.0407894736842105, 0.0044736842105263, 0.0086486486486486, 0.0983783783783783, 0.0657894736842105, 0.024054054054054, 0.0384210526315789, 0.0772972972972973, 0.0476315789473684, 0.0129729729729729, 0.0351351351351351, 0.184054054054054, 0.0694871794871794, 0.0291891891891891]","[0.4255, 0.5335]","[0.4255, 0.5335, 0.0294594594594594, 0.0362162162162162, 0.0118918918918918, 0.0281081081081081, 0.1178947368421052, 0.0407894736842105, 0.0044736842105263, 0.0086486486486486, 0.0983783783783783, 0.0657894736842105, 0.024054054054054, 0.0384210526315789, 0.0772972972972973, 0.0476315789473684, 0.0129729729729729, 0.0351351351351351, 0.184054054054054, 0.0694871794871794, 0.0291891891891891]"
A7632,1,0.1242857142857142,0.52,0.0522222222222222,0.0105882352941176,0.0070588235294117,0.035,0.078235294117647,0.028235294117647,0.0005555555555555,0.0252941176470588,0.048235294117647,0.0,0.0370588235294117,0.0035294117647058,0.03,0.0247058823529411,0.0188235294117647,0.0005882352941176,0.0921052631578947,0.0355555555555555,0.0468421052631578,"[0.0522222222222222, 0.0105882352941176, 0.0070588235294117, 0.035, 0.078235294117647, 0.028235294117647, 0.0005555555555555, 0.0252941176470588, 0.048235294117647, 0.0, 0.0370588235294117, 0.0035294117647058, 0.03, 0.0247058823529411, 0.0188235294117647, 0.0005882352941176, 0.0921052631578947, 0.0355555555555555, 0.0468421052631578]","[0.1242857142857142, 0.52]","[0.1242857142857142, 0.52, 0.0522222222222222, 0.0105882352941176, 0.0070588235294117, 0.035, 0.078235294117647, 0.028235294117647, 0.0005555555555555, 0.0252941176470588, 0.048235294117647, 0.0, 0.0370588235294117, 0.0035294117647058, 0.03, 0.0247058823529411, 0.0188235294117647, 0.0005882352941176, 0.0921052631578947, 0.0355555555555555, 0.0468421052631578]"
B7632,1,0.3823809523809524,0.6426190476190476,0.0475,0.02325,0.00975,0.0275,0.0719512195121951,0.02775,0.01825,0.0017499999999999,0.2270731707317073,0.01225,0.00425,0.0484999999999999,0.03125,0.046,0.07075,0.0155,0.188780487804878,0.065,0.058780487804878,"[0.0475, 0.02325, 0.00975, 0.0275, 0.0719512195121951, 0.02775, 0.01825, 0.0017499999999999, 0.2270731707317073, 0.01225, 0.00425, 0.0484999999999999, 0.03125, 0.046, 0.07075, 0.0155, 0.188780487804878, 0.065, 0.058780487804878]","[0.3823809523809524, 0.6426190476190476]","[0.3823809523809524, 0.6426190476190476, 0.0475, 0.02325, 0.00975, 0.0275, 0.0719512195121951, 0.02775, 0.01825, 0.0017499999999999, 0.2270731707317073, 0.01225, 0.00425, 0.0484999999999999, 0.03125, 0.046, 0.07075, 0.0155, 0.188780487804878, 0.065, 0.058780487804878]"
A7635,1,0.2460869565217391,0.5134782608695653,0.0028571428571428,0.0026666666666666,0.046,0.0371428571428571,0.136,0.045625,0.0093333333333333,0.0,0.015625,0.0126666666666666,0.0426666666666666,0.0126666666666666,0.0113333333333333,0.074,0.040625,0.0,0.1617647058823529,0.034375,0.0007142857142857,"[0.0028571428571428, 0.0026666666666666, 0.046, 0.0371428571428571, 0.136, 0.045625, 0.0093333333333333, 0.0, 0.015625, 0.0126666666666666, 0.0426666666666666, 0.0126666666666666, 0.0113333333333333, 0.074, 0.040625, 0.0, 0.1617647058823529, 0.034375, 0.0007142857142857]","[0.2460869565217391, 0.5134782608695653]","[0.2460869565217391, 0.5134782608695653, 0.0028571428571428, 0.0026666666666666, 0.046, 0.0371428571428571, 0.136, 0.045625, 0.0093333333333333, 0.0, 0.015625, 0.0126666666666666, 0.0426666666666666, 0.0126666666666666, 0.0113333333333333, 0.074, 0.040625, 0.0, 0.1617647058823529, 0.034375, 0.0007142857142857]"
B7635,1,0.4435416666666666,0.4202083333333333,0.0624444444444444,0.0043181818181818,0.0168181818181818,0.0738636363636363,0.1752173913043478,0.0193333333333333,0.0102222222222222,0.0134090909090909,0.0395454545454545,0.0175,0.0152272727272727,0.0409090909090909,0.0659090909090909,0.0531818181818181,0.0435555555555555,0.0259090909090909,0.0636363636363636,0.054,0.0461363636363636,"[0.0624444444444444, 0.0043181818181818, 0.0168181818181818, 0.0738636363636363, 0.1752173913043478, 0.0193333333333333, 0.0102222222222222, 0.0134090909090909, 0.0395454545454545, 0.0175, 0.0152272727272727, 0.0409090909090909, 0.0659090909090909, 0.0531818181818181, 0.0435555555555555, 0.0259090909090909, 0.0636363636363636, 0.054, 0.0461363636363636]","[0.4435416666666666, 0.4202083333333333]","[0.4435416666666666, 0.4202083333333333, 0.0624444444444444, 0.0043181818181818, 0.0168181818181818, 0.0738636363636363, 0.1752173913043478, 0.0193333333333333, 0.0102222222222222, 0.0134090909090909, 0.0395454545454545, 0.0175, 0.0152272727272727, 0.0409090909090909, 0.0659090909090909, 0.0531818181818181, 0.0435555555555555, 0.0259090909090909, 0.0636363636363636, 0.054, 0.0461363636363636]"
A7654,1,0.3824242424242424,0.5693939393939393,0.054516129032258,0.0133333333333333,0.0073333333333333,0.0393333333333333,0.0625806451612903,0.0279999999999999,0.02,0.001,0.0913333333333333,0.0046666666666666,0.0126666666666666,0.0358064516129032,0.0476666666666666,0.0590322580645161,0.0513333333333333,0.0143333333333333,0.1533333333333333,0.0241935483870967,0.006,"[0.054516129032258, 0.0133333333333333, 0.0073333333333333, 0.0393333333333333, 0.0625806451612903, 0.0279999999999999, 0.02, 0.001, 0.0913333333333333, 0.0046666666666666, 0.0126666666666666, 0.0358064516129032, 0.0476666666666666, 0.0590322580645161, 0.0513333333333333, 0.0143333333333333, 0.1533333333333333, 0.0241935483870967, 0.006]","[0.3824242424242424, 0.5693939393939393]","[0.3824242424242424, 0.5693939393939393, 0.054516129032258, 0.0133333333333333, 0.0073333333333333, 0.0393333333333333, 0.0625806451612903, 0.0279999999999999, 0.02, 0.001, 0.0913333333333333, 0.0046666666666666, 0.0126666666666666, 0.0358064516129032, 0.0476666666666666, 0.0590322580645161, 0.0513333333333333, 0.0143333333333333, 0.1533333333333333, 0.0241935483870967, 0.006]"
B7654,1,0.6205555555555555,0.5485185185185185,0.0381481481481481,0.0242592592592592,0.0026415094339622,0.0332075471698113,0.1179629629629629,0.0496226415094339,0.0160377358490566,0.000188679245283,0.1439622641509434,0.0322641509433962,0.0158490566037735,0.0116981132075471,0.0373584905660377,0.0552830188679245,0.0350943396226415,0.0218867924528301,0.1090566037735849,0.0433962264150943,0.010566037735849,"[0.0381481481481481, 0.0242592592592592, 0.0026415094339622, 0.0332075471698113, 0.1179629629629629, 0.0496226415094339, 0.0160377358490566, 0.000188679245283, 0.1439622641509434, 0.0322641509433962, 0.0158490566037735, 0.0116981132075471, 0.0373584905660377, 0.0552830188679245, 0.0350943396226415, 0.0218867924528301, 0.1090566037735849, 0.0433962264150943, 0.010566037735849]","[0.6205555555555555, 0.5485185185185185]","[0.6205555555555555, 0.5485185185185185, 0.0381481481481481, 0.0242592592592592, 0.0026415094339622, 0.0332075471698113, 0.1179629629629629, 0.0496226415094339, 0.0160377358490566, 0.000188679245283, 0.1439622641509434, 0.0322641509433962, 0.0158490566037735, 0.0116981132075471, 0.0373584905660377, 0.0552830188679245, 0.0350943396226415, 0.0218867924528301, 0.1090566037735849, 0.0433962264150943, 0.010566037735849]"
A7657,1,0.2521212121212121,0.4924242424242424,0.0196296296296296,0.0371428571428571,0.077037037037037,0.0555555555555555,0.118,0.0144444444444444,0.02,0.0003703703703703,0.0946428571428571,0.0392857142857142,0.0285185185185185,0.0237037037037037,0.0703448275862069,0.0686666666666666,0.05,0.0148148148148148,0.1207142857142857,0.0414285714285714,0.0274074074074074,"[0.0196296296296296, 0.0371428571428571, 0.077037037037037, 0.0555555555555555, 0.118, 0.0144444444444444, 0.02, 0.0003703703703703, 0.0946428571428571, 0.0392857142857142, 0.0285185185185185, 0.0237037037037037, 0.0703448275862069, 0.0686666666666666, 0.05, 0.0148148148148148, 0.1207142857142857, 0.0414285714285714, 0.0274074074074074]","[0.2521212121212121, 0.4924242424242424]","[0.2521212121212121, 0.4924242424242424, 0.0196296296296296, 0.0371428571428571, 0.077037037037037, 0.0555555555555555, 0.118, 0.0144444444444444, 0.02, 0.0003703703703703, 0.0946428571428571, 0.0392857142857142, 0.0285185185185185, 0.0237037037037037, 0.0703448275862069, 0.0686666666666666, 0.05, 0.0148148148148148, 0.1207142857142857, 0.0414285714285714, 0.0274074074074074]"
