CID,SMILES
792,C=CCc1ccc(OC=O)c(OC)c1
793,CCCCCCOC(=O)C(C)CC
794,CCC(C)N
795,CCCC(=O)OC(C)(C)Cc1ccccc1
796,CCOC(=O)C1CC2C=CC1C2
797,C=CCc1ccc(OC(=O)Cc2ccccc2)c(OC)c1
798,CCCCCCCCCCCCC=O
799,CCCCC(=O)C(C)C
800,C=CCCCCCCCCO
801,CCc1cnc(C)cn1
802,CCc1nc(C)cnc1C
803,CC1=CCC2C(C1)C2(C)C
804,CC(C)(C)C1CCCCC1O
805,CC(=O)C(=O)CC(C)C
806,CCc1cnccn1
807,CCc1cncc(C)n1
808,Cc1nccnc1CC(C)C
809,CCc1ncc(C)nc1C
810,C=Cc1cnc(C)cn1
811,C=CC1(C)CCC(O)C(C)(C)O1
812,CCCCCC=CC(C)=O
813,Cc1cnc(C)c(C)n1
814,CC1(C)CCCC2(C)OC(=O)C=C12
815,CCc1nc(C)cs1
816,CCc1nccnc1C
817,CCc1nccnc1CC
818,CCc1cnc(C)c(C)n1
819,CC(C)=CC1CC(C)CCO1
820,CC(=O)OC1CC(C)CCC1C(C)C
821,C=CC(CCCCC)OC(=O)CCC
822,CCC(C)(C)C1CCC(=O)CC1
823,CCc1ncc(C)nc1CC
824,CCc1cnc(C)c(CC)n1
825,C=CC(C)CCCC(C)(C)O
826,CCCCCCCCC(C)C=O
827,CC1CCCC2(C)CCCCC12O
828,Cc1nc(C)c(C)o1
829,C=C(C)C1CCC(C)C(OC(C)=O)C1
830,CC(=O)OCCC(C)CCCC(C)C
831,CC(=O)OCCC1CCCCC1
832,CC(=O)c1cnccn1
833,CC(=O)c1cnc(C)cn1
834,CCCCOC(=O)Cc1ccccc1
835,COc1cc(CCC(C)=O)ccc1O
836,CCC(=O)OCc1ccccc1
837,CCC(=O)OCCc1ccccc1
838,CC(=O)OCCCc1ccccc1
839,CC(=O)Oc1ccccc1
840,COc1ccc(CC(C)=O)cc1
841,OCCCc1ccccc1
842,OCCOc1ccccc1
843,CCc1ccc(O)cc1
844,COc1ccc(C=O)cc1
845,CCCC(C)C=O
846,CCCC(=O)CCC
847,CCOC(=O)CCC(=O)OCC
848,CCCCCCCCC(=O)OCC
849,Cc1cnc(C)cn1
850,CC(C)CCO
851,CC1OC(C)OC(C)O1
852,CCCCCC(=O)OCC
853,C=CCOC(=O)CCCCC
854,CCCCOC(C)=O
855,CC(=O)OCCC(C)C
856,CCCCCCCCCCCCCCCCCC(=O)OCCCC
857,CCCCCCCCCCCCCC(=O)OCC
858,CCCCCCCCCCCCCC(=O)OC
859,CCCCCCCCC=O
860,CCCCCCCCCCCCCC=O
861,C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1
862,CC1(C)C2CC=C(CCO)C1C2
863,CCC(=O)OCCOc1ccccc1
864,CC1SSC(C)S1
865,CC(=O)c1nccnc1C
866,CC1NCCS1
867,COc1nccnc1CC(C)C
868,CCc1nccnc1OC
869,COc1nccnc1C(C)C
870,COc1ccccc1C
871,CC(S)S
872,CCCCCc1cccc(=O)o1
873,CCC=CCCC=CCO
874,Cc1occc1S
875,CC(C)c1cnccn1
876,C=C(C)C1CCC(C)CC1=O
877,CCCSSCC
878,CCC(=O)C1CC(C(C)C)CC=C1C
879,CC(=O)CCC1C(C)=CCCC1(C)C
880,C=Cc1cc(OC)c(O)c(OC)c1
881,CC(=O)OC1CCC(C(C)(C)C)CC1
882,CCc1cnc(CC)c(C)n1
883,c1cnc2c(n1)CCCC2
884,CCC=CCCOC(=O)CC(C)C
885,CCCCCCCCCCCCCCCCOC(=O)C(C)O
886,CCCCCCCCCCCCCCC(=O)OCC
887,CCCCCCCCC(=O)OCCCC
888,C=CCCCCCCCCOC(C)=O
889,CCCCCC1CC=CC(=O)O1
890,CCc1scnc1C
891,Cc1cc(S)c(C)o1
892,Cc1cc(SC(=O)CC(C)C)c(C)o1
893,CC(=O)OCCC(C)CC(C)(C)C
894,CCCCCCCC(=O)Oc1ccc(C)cc1
895,CCCC(=O)OC(C)CCC
896,CCCSSc1ccoc1C
897,CSSc1ccoc1C
898,CC(C)=CCOC(=O)c1ccccc1O
899,CC1=NC(C)OC1
900,CC(C)CC(=O)OC1CC2CCC1(C)C2(C)C
901,CCOC(=O)c1ccc(OC)cc1
902,CCCCC(=O)C(C)=O
903,CC(C)=CCCC(C)CCOC(=O)C(C)C
904,Cc1ccc(C(C)C=O)cc1
905,COC(Cc1ccccc1)OC
906,Cc1ccc(OC(=O)Cc2ccccc2)cc1
907,CC(C)COC(=O)Cc1ccccc1
908,O=C(Cc1ccccc1)OCc1ccccc1
909,CC(C)C(=O)OCCOc1ccccc1
910,Cc1ccc(CC=O)cc1
911,COc1ccc(CCC(C)=O)cc1
912,O=COCCCc1ccccc1
913,O=C1CCCCCCCCCCCC(=O)OCCO1
914,CCCCCCCCCCCC(=O)OCCCC
915,CC(C)=CCCC(C)C=O
916,CC(C)=CC=O
917,CCCCCCCCOC(=O)C(C)C
918,C=CCCCCCCCCC(=O)OCCCC
919,CCCCCCCCOC(=O)CCC
920,CCCCCCCCCC(C)C=O
921,C=CCCCCCCCCCOC(C)=O
922,C=CC(C)(CCC=C(C)C)OC=O
923,CC1=C(C=O)C(C)(C)CC=C1
924,Cc1cccc(C)c1S
925,CC(C)COC(=O)c1ccccc1
926,CCCCCCCCOC(=O)Cc1ccccc1
927,CCC(=O)OCCCc1ccccc1
928,COc1ccc(COC=O)cc1
929,CC1(C)C2CCC1(C)C(O)C2
930,C=C(C)CCCC(C)CCOC(=O)C(C)C
931,C=C(C)CCCC(C)CCOC=O
932,C=C(C)CCCC(C)CCOC(=O)CCC
933,CCCCCCCCOC(=O)CC
934,C=CC(C)(CCC=C(C)C)OC(=O)CC
935,CC1=C(CC=O)C(C)(C)CCC1
936,CC12CCCC(O)(C1)C1CC(C)(C)C1CC2
937,CC1=CC(O)C2CC1C2(C)C
938,CC1(C)C2CC=C(C=O)C1C2
939,CCCCOCc1ccccc1
940,CCCCOC(=O)CCCC
941,C=CCCC(=O)O
942,COC(=O)c1ccccc1OC
943,C=Cc1ccccc1OC
944,COc1ccccc1OC(C)=O
945,Cc1ccccc1OC(=O)c1ccccc1O
946,CCC(=O)OCc1ccco1
947,CCCC(=O)OCc1ccco1
948,CCSC(C)=O
949,CCCCCCOC=O
950,CCC(=O)OCC1CCCO1
951,CCCC(=O)OC(C)C
952,CCCCCCCC(=O)OCCCCC
953,CC(=O)OCCc1scnc1C
954,CCC1OC(=O)C(O)=C1C
955,Cc1ccc(C=O)c(O)c1
956,CCCC(O)Cc1ccccc1
957,CCCCCCC1CCCC(=O)O1
958,CC1CCC(=O)C1=O
959,COc1cc(C=O)ccc1OC(C)=O
960,CCCCCCC(=O)CC
961,CC(=O)c1cccn1C
962,O=C1CCSC1
963,CCC(=O)c1ccc[nH]1
964,CSc1ccccc1O
965,CC(C)=CC1CC(C)=CCO1
966,C=CCOC=O
967,CC(C)SCc1ccco1
968,CC1=CCC(CCO)C1(C)C
969,COC(=O)CC(C)CCC=C(C)C
970,CCCC(O)CC(=O)OCC
971,CCCCCCCCOC(=O)CCCCCCC
972,CCCSC(C)=O
973,CC(=O)CC(=O)OCCC(C)C
974,CC(O)CCc1ccccc1
975,CCCCCCCCCCCCCC(C)=O
976,CCCCCCCOC(=O)C(C)C
977,CCCC=CC(=O)OC
978,C=CCOC(=O)CC
979,COC1=C(C)OC(C)C1=O
980,COc1ccccc1OC(=O)Cc1ccccc1
981,C=CCOC(=O)c1ccco1
982,O=Cc1cc2ccccc2o1
983,CCCCCCCOC(=O)CCCCCCC
984,C=CC(=O)CCCCC
985,CC(C)c1ccc(CC=O)cc1
986,CCCCC1OC(=O)c2ccccc21
987,CCC(=O)OC1CCCCC1
988,CCCCCC(=O)OCCc1ccccc1
989,CCCCCCCCCCCC(=O)OCCC(C)C
990,C=Cc1ccc(OC)c(OC)c1
991,CC(C)=CCCC(C)CCOCC=O
992,CC(C)=C(C)C(=O)OCc1ccccc1
993,CCCOC(C)OCCc1ccccc1
994,CCCCCCCCC(=O)C(C)=O
995,C=CCOC(=O)CCCC1CCCCC1
996,C=CCOC(=O)CCCCCC1CCCCC1
997,C=CCOC(=O)CCCCC1CCCCC1
998,C=CCOC(=O)C(CC)CC
999,C=CCOC(=O)CCCCCCCC
1000,C=CCCCCCCCCC(=O)OCC=C
1001,CCCCCCC(=O)OCCCCC
1002,CCCCC(=O)OCCC(C)CCC=C(C)C
1003,CCC(=O)OCc1ccc(OC)cc1
1004,CCCCC(=O)OC1CC2CCC1(C)C2(C)C
1005,CCCCCCCC(OC)OC
1006,CCCCCCCCCCCC(=O)Oc1ccc(C)cc1
1007,C=CC(C)(CCC=C(C)C)OC(=O)CCCCCCC
1008,CC(C)C(=O)OC(C)(C)CCc1ccccc1
1009,CCCC(=O)OC(CC)c1ccccc1
1010,CCC(CC)COC(C)=O
1011,CCOC(=O)CCc1ccco1
1012,CCCCCCC#CC(=O)OCC
1013,CCOC(=O)CCCc1ccccc1
1014,CCCCCCC(OC)OC
1015,CCCCCCOC(=O)CC(C)C
1016,CCCCCCC1CC(OC(C)=O)CO1
1017,CC(C)(Cc1ccccc1)OC=O
1018,CCOC(=O)CCC1CCCCC1
1019,CCC(C)(O)CCc1ccccc1
1020,C=C(C)CCCC(C)CCOC(=O)Cc1ccccc1
1021,OCCCCCc1ccccc1
1022,CCCCCCCCC#CC(=O)OC
1023,CC(=O)c1cc(C)oc1C
1024,CCOCc1ccc(O)c(OC)c1
1025,CCOC(=O)CCSC
1026,CC1CC(C)C(=O)C1=O
1027,COC(=O)CCSC
1028,Cc1nc(C)c(C)s1
1029,CCC(=O)CSC
1030,CSc1ccc(C)o1
1031,CC(C)CC(=O)OCc1ccco1
1032,c1coc(CSCc2ccco2)c1
1033,CC(=O)SCc1ccco1
1034,COCc1ccco1
1035,CSC(=O)c1ccco1
1036,Cc1ccc(C=O)s1
1037,CC1SCCC1=O
1038,C=CC1(C)CCC(C(=C)C)O1
1039,Cc1cccc2nccnc12
1040,Cc1cnc(C(C)C)cn1
1041,CC(C)Cc1cccnc1
1042,CCCCCC(=O)c1ccco1
1043,C=CCCCCCCCC(=O)O
1044,CC1=CCC(C(C)(C)OC(=O)c2ccccc2N)CC1
1045,CCC(C)C1CCCCC1=O
1046,C=C(C)C1CC=C(COC(C)=O)CC1
1047,C=C(COC(C)=O)C1CC=C(C)CC1
1048,Cc1csc(C(C)C)n1
1049,CCOc1nccs1
1050,CCCCOC(=O)C(C)CC
1051,Cc1ccc(C=O)c(C)c1
1052,CCC(S)CS
1053,CCCCCCCC1CC=CC(=O)O1
1054,CCCCCCC1CCCCC(=O)O1
1055,CCCCCC=CCCC=O
1056,CC(C)CC(=O)OC(C)C
1057,CCc1nccnc1C(C)=O
1058,CSCCC(C)=O
1059,C=CCSSSC
1060,CC1=CC2=CC(=O)CCC2CC1
1061,CC(=O)CCS
1062,CC(C)=C1CCC2(C)OC2C1=O
1063,SCCc1cnccn1
1064,Cc1ncc2c(n1)CSC2
1065,CC1=CCCC(C)(C)C12CCC(C)O2
1066,Cc1ccccc1OC(=O)C(C)C
1067,CCCCC(=O)OCc1ccco1
1068,CC=C(C)C(=O)OCc1ccccc1
1069,COc1cnc(C)s1
1070,CCNc1ccccc1C(=O)OCC
1071,CCCCCCOC(=O)c1ccco1
1072,CCCCCCCC(=O)OCc1ccco1
1073,CCn1cccc1C(C)=O
1074,CC(=O)CCSCCC(C)=O
1075,CCCCCCCC1CC(C)OC1=O
1076,C=CCSC(=O)CC
1077,CC(C)=CC(=O)OCCc1ccccc1
1078,CSCCCC=O
1079,CCOC(=O)c1ccoc1-c1ccccc1
1080,CC(=O)OC1(C(C)=O)CCCCC1
1081,CCc1nc(C)c(C)o1
1082,CC(O)C(C)SC(C)C(C)S
1083,Cc1ccc(OC(=O)CC(C)C)cc1
1084,C=C(C)C1CCC(C)C1C=O
1085,CC(=O)CCc1ccc2c(c1)OCO2
1086,CC(C)C1=CCC(C(=O)O)CC1
1087,CC(=O)OC12CCCC(C)(CCC3C1CC3(C)C)C2
1088,CSSCc1ccco1
1089,CCC(=O)SCc1ccco1
1090,O=CSCc1ccco1
1091,SCc1cnccn1
1092,CCCCCC(CO)C(C)=O
1093,C=C=CC(C)C(=O)OCC
1094,CCCCC(=O)C(CCC)Sc1ccoc1C
1095,Cc1occc1SC(C(=O)CC(C)C)C(C)C
1096,C=C(CCCCC)C(C)=O
1097,C=CC(C)(CCC=C(C)C)OC(=O)CCC
1098,CC(S)C(=O)O
1099,CCC(=O)OC(C)(C)C1CC=C(C)CC1
1100,O=C(OCCc1ccccc1)c1ccccc1O
1101,CC(=O)OC1CCCCC1C(C)(C)C
1102,COC(OC)C(C)c1ccccc1
1103,COc1cc(CO)ccc1O
1104,CC1CCC(C(C)C)OC(=O)C1
1105,CSCCCN=C=S
1106,C=CCc1ccc(OC(=O)c2ccccc2)c(OC)c1
1107,CC1=CC(=O)CC(C)(C)C1=O
1108,COC(OC)c1ccccc1
1109,CCCCCC1=C(C)CCC1=O
1110,C=C(C)c1ccc(C)cc1
1111,CC1(C)C2CCC1(C)C(OC=O)C2
1112,CCCC(C)S
1113,CCCCCOC(=O)CCCC
1114,C=CCSSC
1115,CCCC(=O)SC
1116,CCC(C)COC(=O)CC(C)C
1117,CCCCCCCCC=CC=O
1118,C=Cc1ccc(O)cc1
1119,CCc1ccc(O)c(OC)c1
1120,CCOC(=O)C(CC)Cc1ccccc1
1121,CCC(O)C(C)=O
1122,c1ccc(CCCC2CCCO2)cc1
1123,Cc1ncsc1C
1124,CCC(=O)C(=O)CC
1125,CC(C)OC(=O)Cc1ccccc1
1126,CCCCCCCCCCCC(=O)OCCCCC
1127,CCOC(=O)CC(C)O
1128,CCCCCCOC(=O)C(C)(C)C
1129,CC(C)CC(=O)OCCCc1ccccc1
1130,CC(C)C(=O)OCc1ccc2c(c1)OCO2
1131,CCCCC1CCCCC(=O)O1
1132,CCCCCCCOC(=O)CCC
1133,CC(C)c1ccc(CCC=O)cc1
1134,CC(C)CC(O)Cc1ccccc1
1135,CC(C)Cc1nccs1
1136,CCC1=C(O)C(=O)CC1
1137,CC1=C(O)C(=O)OC1C
1138,CCCCOC(C)OCCc1ccccc1
1139,C=C(C)c1cnccn1
1140,CCCCC1OC(=O)CC1C
1141,CCCCCCCCOC(=O)c1ccco1
1142,CCCC(C)C(=O)OCC
1143,COC(=O)C(O)CC(C)C
1144,CC(C=O)CCc1ccccc1
1145,CCC1CCC(CC)O1
1146,CC(C=O)Cc1ccc2c(c1)OCO2
1147,CCC(=O)c1nccs1
1148,CC(=O)C1(C)CC=C(C)CC1
1149,CCCC(CCO)SC
1150,COC(=O)CCCSC
1151,CCC1CC(C)=C(O)C1=O
1152,CC1CCC2C(C)(C)C3CC12CCC3(C)O
1153,C=CCSC
1154,CCCCC(=O)OCC(C)C
1155,CCOc1ccc2c(C)cc(=O)oc2c1
1156,CCC(=O)OC1=C(C)CCC1=O
1157,Cc1ccc2c(c1)CCCN2
1158,CCCCCCCCOC(=O)c1ccccc1
1159,CCCCCCC1=CCCC1=O
1160,CCCOC(C)OCCC
1161,CCCCCCC(=O)OCCC(C)C
1162,CCOc1ccc(C=O)cc1OC
1163,Cc1cccc(OC(=O)Cc2ccccc2)c1
1164,CCCCC(=O)OCCC
1165,C1SSCSSS1
1166,C=C(CCC=C(C)C)C1CC=C(C)CC1
1167,C=CCc1ccc(O)cc1
1168,C=CC(C)(C)C(=O)C=C(C)C
1169,CC(=O)n1ccc2ccccc21
1170,COc1ccccc1C(C)=O
1171,O=C(Nc1ccccc1C(=O)O)c1ccccc1
1172,CC(C)CN=C=S
1173,CCCOC(=O)c1ccccc1O
1174,COc1ccccc1CO
1175,CCC(S)CC
1176,CCCc1ccccn1
1177,CCCCCC(=O)CCCC(=O)O
1178,CCCCCCCOC(=O)CCCCCC
1179,CCCCCCCC(=O)OCCC
1180,COC(=O)CCC(C)=O
1181,CCCCCN=C=S
1182,OCc1cccs1
1183,CC(C)c1ccccn1
1184,COc1ccc(C=O)c(O)c1
1185,CCOC(OCC)c1ccccc1
1186,C=CCCCCO
1187,CCCCCCCCc1cccs1
1188,CC(C)(C=O)Cc1ccccc1
1189,CCCCCCOC(=O)CCCC
1190,CC(C)C(=O)OC1CCCCC1
1191,CCCCCCc1ccccn1
1192,CC(C)COC(Cc1ccccc1)OCC(C)C
1193,CCc1ccc(OC)cc1
1194,CSC(C)=O
1195,CCCCC(=O)OC1CCCCC1
1196,CCCCc1cccs1
1197,CCOc1ccc(C)cc1
1198,CCCCCOC(=O)c1ccco1
1199,C=CCCCOC(C)=O
1200,CCCCCC(OC)OC
1201,CCC=C(C)C(=O)OCC
1202,COc1ccccn1
1203,CCOC1(OCC)CCCCC1
1204,CCc1ccc(C)o1
1205,Cc1ccc(Oc2ccccc2)cc1
1206,C=CCCC(=O)OCC
1207,CCCCC(=O)OCCC(C)C
1208,CC(C)CCSSCCC(C)C
1209,O=CCOc1ccccc1
1210,COc1ccc(C(OC)OC)cc1
1211,CC(=O)OCc1ccc(C)cc1
1212,CC(C)N=C=S
1213,CCCCCCCCCC(=O)OCCC(C)C
1214,CCCCCCCCCC(=O)OCCCCCCCC
1215,CC(C)=CCCC(C)CC=O
1216,O=C(OC1CCCCC1)c1ccccc1
1217,C=CCSSSSCC=C
1218,CCCCCOC(=O)C(C)C
1219,Cc1sccc1S
1220,CSc1nccnc1C
1221,COc1cc(C)cc(O)c1
1222,OCCCCc1ccccc1
1223,C=CCCN=C=S
1224,Cc1nccs1
1225,CCSSSCC
1226,CCCCCC(OCC)OCC
1227,CCCCCCCCSC
1228,Cc1ccccc1SSc1ccccc1C
1229,CSCCCN
1230,O=CCS
1231,Cc1cnc(C)s1
1232,C=Cc1cnccn1
1233,CC(C)SSC(C)C
1234,CCCCCCN=C=S
1235,SCCc1ccccc1
1236,CSCCCCN=C=S
1237,CCOC(=O)CSC
1238,CCCc1cccnc1
1239,COC(=O)c1c(C)cc(O)c(C)c1O
1240,CCCCCCOC
1241,CCCCc1ccccn1
1242,C=C(C)CCOC(C)=O
1243,CSCCO
1244,CCCCC(=O)OC1CC(C)CCC1C(C)C
1245,CC1=C(O)C(=O)C(C(C)C)CC1
1246,CC(C)CCN=C=S
1247,Cc1cscc1C
1248,CCCCOC(C)OCCCC
1249,SCCCCS
1250,CC1(C)COC(C)(c2ccccc2)OC1
1251,C=CCCCCCCCCC(=O)OCC(C)C
1252,CCCCCCCCCCOC=O
1253,CCCCCCCOC(=O)CCCC
1254,CCCCC(=O)OCCCc1ccccc1
1255,CCCCCCC(=O)OCCc1ccccc1
1256,CCCCCCCCCCCOC(=O)CCC
1257,CCCCCCCC(=O)OCC(C)C
1258,COc1ccc(CC=O)cc1
1259,CSSSSC
1260,CCCCCC(C)OC(C)=O
1261,CSC(=O)c1ccccc1
1262,CC(C)SSSC(C)C
1263,CC(=O)OC1CCCCCCCCCCC1
1264,CCCCCCCCCCCCOC(=O)CC
1265,CCCCCC(=O)OC1CCCCC1
1266,SCc1cccs1
1267,CC(C)C(=O)OCc1ccco1
1268,CCOCc1ccco1
1269,CCOC(Cc1ccccc1)OCC
1270,C=CCOC(=O)CCCC
1271,COc1cc(C(C)C)ccc1C
1272,CCOC(=O)CC1(C)OCCO1
1273,CCCCCCCCC(=O)OCc1ccccc1
1274,CCCCCCCCC(=O)OCCC
1275,CCCCCCCCC(=O)OCCCCCC
1276,COc1ccc(C)cc1C
1277,C=C(C)CCCC(C)CCO
1278,CC(=O)CCC(=O)OCc1ccccc1
1279,CCCCCCCOC(=O)CCCCC
1280,CCOC(=O)c1ccccc1OC
1281,CCCCCCCC=CC(=O)OC
1282,CC(=O)CC(C)(C)c1ccccc1
1283,CCCCC(=O)OCCc1ccccc1
1284,Sc1ccsc1
1285,CC12CCC(C1)C(C)(C)C2=O
1286,COC(=O)c1ccccc1N(C)C
1287,O=C(CCO)OCCc1ccccc1
1288,CC(=O)OC(CC(C)C)CC(C)C
1289,CCCCCCCC(=O)OCc1ccccc1
1290,CCCCC(=O)OCc1ccccc1
1291,CCCCCCCCCC(=O)OCCCCCC
1292,CCCCOc1ccc2ccccc2c1
1293,CC(C)CCOC(C)OCCC(C)C
1294,CC(C)CCCC(C)(C)O
1295,CCOC(OCC)c1ccco1
1296,CC(=O)c1sccc1C
1297,CC(=O)c1ccc(C)s1
1298,CCCC=CC(=O)CC
1299,CSSc1ccccc1
1300,CCCC(=O)Oc1ccc(C)cc1
1301,CCCCCCCCCCCC(OC)OC
1302,CC(C)=CCc1occc1C
1303,CCc1nccs1
1304,CCc1cnc(CC)s1
1305,CCCc1nccnc1C
1306,CSCCCOC(C)=O
1307,CCCC(=O)OCCCSC
1308,CCOC(CCSC)OCC
1309,COC(=O)CSC
1310,CC1=CC(=O)C(C)O1
1311,COC(C)(C)C1CC=C(C)CC1
1312,CCC1(C)CC(=O)C(C)=C(C)C1C
1313,CCC(=O)OC1CC2CC1C1CC=CC21
1314,CC1C(=O)C2CC1C(C)(C)C2
1315,CC(C)CC1OCC(C)O1
1316,CCC(C)(O)CCC=C(C)C
1317,CCC(C)CCCC(C)(C)O
1318,CC1=CCC(C(C)CO)CC1
1319,CCCCCC1COCCC1OC(C)=O
1320,CC(C)CCOC(=O)C(C)O
1321,CCCc1nccs1
1322,C=CCCCN=C=S
1323,CCCc1cnccn1
1324,CCCCC(=O)OC(C)C
1325,CCCCCCCC=CCO
1326,CCSCCCO
1327,CCCCCCc1cccs1
1328,CCCCCCCCC(OC)OC
1329,CC(=O)OC(C)CCC=C(C)C
1330,CC(=O)CC(C)(C)S
1331,CCCCCCOC(=O)CC
1332,CCCCCC(CC)OC(=O)CCC
1333,CCCC(CC(=O)OC)OC(C)=O
1334,CCCC(CC(=O)OCC)OC(C)=O
1335,CCCCCC1C=CC(=O)O1
1336,C=CC(O)CCCCCC
1337,CSC(=O)CC(C)C
1338,CCCCCC(O)CCO
1339,CC1(S)CCC2CC1C2(C)C
1340,CC(=O)C1CCCC(C)(C)C1
1341,C=C(C)C1CCC2(C)OC2C1
1342,CC1(C)C2CC3OC3(C)C1C2
1343,CC(C)(O)CCCC1=CCC(C=O)CC1
1344,CCCCCCCOC(=O)CC(C)C
1345,CC(C)CCOCCc1ccccc1
1346,CCC=CC=CC=CC=O
1347,C=CC1(C)CCC(C(C)(C)O)CC1C(=C)C
1348,CC(C)C1C=CC(=O)CC1
1349,CC(C)COC(=O)C(C)O
1350,CCCOC(=O)C(C)O
1351,CC1(C)C2CCC3(CO3)C1C2
1352,C=C1CCC23C(C)CCC(C(C)C)C2C13
1353,CCC1=C(O)C(=O)C(C)O1
1354,CC(C)=CCCC1=CCC(C=O)CC1
1355,CSCSSC
1356,CC1=CC(C)C(C=O)CC1
1357,C=CCc1ccc(OCc2ccccc2)c(OC)c1
1358,C=CCOC(=O)CCCCCCCCC
1359,CC(=O)OC1(C)CCCC(C)(C)C12CCC(C)O2
1360,Cc1ccc(C2OCC(C)O2)cc1
1361,CC(C)=CCCC1(C)C2CC3C(C2)C31C
1362,CC1CCC2C1C1C(CCC2(C)O)C1(C)C
1363,CCCCCCCC=CC(=O)O
1364,CCCCC(CC)COC(=O)c1ccccc1
1365,CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC
1366,CC1=C2CCC(C)CC2OC1=O
1367,C=C(C)C1CCC(C)CC1OC(C)=O
1368,CCCCCCC1OC(C)C(C)O1
1369,CCCOC(=O)c1ccccc1N
1370,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O
1371,CCOC(OCC)c1ccc2c(c1)OCO2
1372,CC1CC(C)(C)OC(Cc2ccccc2)O1
1373,CCOC(=O)CC1(C)OCC(C)O1
1374,O=C(Cc1ccccc1)OCC1CCCO1
1375,CCCCCCCCCC1OCC(C)O1
1376,CCCCC(CC)COC(=O)CC
1377,CCCCC(C(C)=O)C(=O)OCC
1378,CC(=O)CCCC(C)CCCC(C)C
1379,CCCCOC(=O)C(C)CCC
1380,CCCCCCCCC1OCC(C)O1
1381,Cc1ccc(CC(C)C=O)cc1
1382,CC1=CCC(C)C(C=O)C1
1383,CCCCCOC(=O)CC(C)C
1384,O=C(Cc1ccccc1)OC1CCCCC1
1385,CC1COC(c2ccco2)O1
1386,CCCCCC1OC(=O)CC1C
1387,CCCCCCC=CC(=O)O
1388,CC(c1ccccc1)C1OCCO1
1389,CCC(C)COC(=O)C(C)C
1390,CCOC(C)OC(C)=O
1391,CCCCCCC(C)OC(C)=O
1392,CC(O)C(=O)OCc1ccccc1
1393,COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O
1394,CC(C)=CCCC(C)CCCC(C)C=O
1395,CC1COC(C(C)C)O1
1396,CC(=O)OC1CC2CC1C1C=CCC21
1397,CCCCCOC(=O)Cc1ccccc1
1398,C=CCSCCC
1399,O=C(c1ccccc1)C(O)O
1400,C=C(C)C1CC(=O)C2(C)OC2C1
1401,CCCOc1cncc(C)n1
1402,CCCCCOC(=O)c1ccccc1N
1403,CSCCC1OCC(C)O1
1404,O=COC1CCCCCCCCCCC1
1405,CC(=O)OCc1ccc(C(C)C)cc1
1406,Cc1cnc(SCc2ccco2)cn1
1407,CCCC1CCOC(C)S1
1408,CC(C)C(=O)OC(C)(C)Cc1ccccc1
1409,CC1(C)CCCC(C)(O)C1=O
1410,CCCCCOC(=O)C(C)O
1411,O=C(OC1CCCCC1)c1ccccc1O
1412,CCCCCCCCCC(OCC)OCC
1413,CCCCCCCC(OCC)OCC
1414,CCOC(=O)c1ccccc1NC
1415,CCOC(=O)C(C)(O)CC
1416,CC(=O)OCCC1=CCC2CC1C2(C)C
1417,C=CC1(C)CCC(=O)O1
1418,CC1(C)C2=CCCC(C)(C)C23CCC1C3
1419,CC(=O)CCCC(C)CCC=C(C)C
1420,COC1CC(C)CCC1C(C)C
1421,C=C1C(O)CC2CC1C2(C)C
1422,CCC(C)SC(=O)CC(C)C
1423,CCC(=O)OCC(C)CC
1424,CCC(C)C(=O)OCC(C)C
1425,CCC(=O)C(C)CC=C(C)C
1426,CCOC(C)OCCc1ccccc1
1427,CCCCCC(=O)OCC(C)CC
1428,CCCCCC1C(=O)CCC1CC(=O)OC
1429,CCCCC(CC)C(=O)OCC
1430,CCC1CCCC(=O)O1
1431,CC1COC(C)O1
1432,CC(c1ccccc1)N(C)C
1433,CCC(=O)OCCCCCCC(C)C
1434,CC1=CCCC(C)(C)C1C(C)CCC=O
1435,CCOCc1cnccn1
1436,CCOC(=O)C1OC1c1ccc(C)cc1
1437,C=CC(C)CCCC(C)(C)OC(C)=O
1438,CCCCCCCCCCC(OC)OC
1439,CCOc1cncc(C)n1
1440,CCCCCCCCOCC=O
1441,Cc1nc(CC(C)C)sc1C
1442,CCCc1nc(C)c(C)o1
1443,CC(=O)c1ncc(C)nc1C
1444,CCOCc1ccccc1OC
1445,CCc1ccc(CC(C)(C)C=O)cc1
1446,CC(C)(C)C(=O)OCCc1ccccc1
1447,CCC(=O)OC(C)(C)Cc1ccccc1
1448,CCCC(=O)Oc1c(C)occc1=O
1449,CSc1nccnc1C(C)C
1450,CSSC(C)(C)C=O
1451,CC(C)CCOC(=O)CC(S)C(=O)OCCC(C)C
1452,CC(CCOC=O)CC(C)(C)C
1453,C=CCOC(=O)COCCC(C)C
1454,CCCCCCC1OC(=O)CC1C
1455,COC(OC)C(C)(C)CC=C(C)C
1456,CC(=O)OC1CC(C)CC(C)(C)C1
1457,CCC1(O)C2(C)CCC(C2)C1(C)C
1458,CCCCCOC(=O)C(C)CC
1459,C=C(C)C1CCC(C)C2=C(C1)C(C)CC2
1460,CC1CC(C)(c2ccccc2)OC(C)O1
